street,streetLabel,namedAfter,namedAfterLabel,namedAfterDescription,genderLabel,birthYear,deathYear,occupationLabel,nationalityLabel
http://www.wikidata.org/entity/Q28032364,calle de Manuel Silvela,http://www.wikidata.org/entity/Q3286939,Manuel Silvela,político español,masculino,1830,1892,magistrado,España
http://www.wikidata.org/entity/Q28740170,calle de Manuel de Falla,http://www.wikidata.org/entity/Q193283,Manuel de Falla,compositor español,masculino,1876,1946,compositor,España
http://www.wikidata.org/entity/Q28740170,calle de Manuel de Falla,http://www.wikidata.org/entity/Q193283,Manuel de Falla,compositor español,masculino,1876,1946,poeta,España
http://www.wikidata.org/entity/Q28740170,calle de Manuel de Falla,http://www.wikidata.org/entity/Q193283,Manuel de Falla,compositor español,masculino,1876,1946,pianista,España
http://www.wikidata.org/entity/Q27044275,calle de Manuela Malasaña,http://www.wikidata.org/entity/Q2984294,Manuela Malasaña,costurera y heroína española,femenino,1791,1808,bordador,España
http://www.wikidata.org/entity/Q28531054,calle de Marceliano Santa María,http://www.wikidata.org/entity/Q5995562,Marceliano Santa María,pintor español (1866-1952),masculino,1866,1952,pintor,España
http://www.wikidata.org/entity/Q5740848,calle de Marcelo Usera,http://www.wikidata.org/entity/Q2884914,Marcelo Usera,Militar y empresario español,masculino,1874,1955,abogado,España
http://www.wikidata.org/entity/Q5740848,calle de Marcelo Usera,http://www.wikidata.org/entity/Q2884914,Marcelo Usera,Militar y empresario español,masculino,1874,1955,empresario,España
http://www.wikidata.org/entity/Q5740848,calle de Marcelo Usera,http://www.wikidata.org/entity/Q2884914,Marcelo Usera,Militar y empresario español,masculino,1874,1955,militar,España
http://www.wikidata.org/entity/Q5740848,calle de Marcelo Usera,http://www.wikidata.org/entity/Q2884914,Marcelo Usera,Militar y empresario español,masculino,1874,1955,urbanista,España
http://www.wikidata.org/entity/Q28042912,calle de Mariano Fernández,http://www.wikidata.org/entity/Q28042897,Mariano Fernández,actor cómico español,masculino,1815,1890,actor de teatro,España
http://www.wikidata.org/entity/Q28042912,calle de Mariano Fernández,http://www.wikidata.org/entity/Q28042897,Mariano Fernández,actor cómico español,masculino,1815,1890,actor de teatro,España
http://www.wikidata.org/entity/Q28042912,calle de Mariano Fernández,http://www.wikidata.org/entity/Q28042897,Mariano Fernández,actor cómico español,masculino,1814,1890,actor de teatro,España
http://www.wikidata.org/entity/Q28042912,calle de Mariano Fernández,http://www.wikidata.org/entity/Q28042897,Mariano Fernández,actor cómico español,masculino,1814,1890,actor de teatro,España
